word,pos,meaning_zh,confidence,source,example_szy,example_zh
debayen,,[例] 去讓 Tubah 跌落在溪谷裡！,★★★,ilrdf_xml,debayen ci Tubah i helung!,去讓 Tubah 跌落在溪谷裡！
debung,,[例] 那人不請自來到我們當中。,★★★,ilrdf_xml,debung sa tayni tu kasaupuwan kiya tademaw.,那人不請自來到我們當中。
debungan,,,★☆☆,corpus_highfreq,"&quot;nina kakitidaan ini’ ku &quot;kapahay a tademaw&quot; nu Cence nikasasupatay&quot; numa anupay atu sakatalawan numicepcepay a Africa (西非) a kanatal Mali, nu cacayay masakaputay paciciyan i sudu midebung a haitay &quot;patideng tu tademaw palekal tu kawaw&quot; sa, debungan nuheni ku Cuntun a luma’, paciciyan nuheni kuni singkiwan inaiay ku laheciay caay palutadenga tu binawlan a cungtun ci Kayta (凱塔) &quot; Ibrahim Boubacar Keita), dakepen cinida pataydan i hitayhitayan.",
dedemiad,,,★☆☆,corpus_highfreq,"Eymen u lalud sa idaw ku mabahilay a liken hina adih tu mabahil ku liken, pahaceng ku nipapikan nuheni tu katalan tu sidi, kyu kabahil nu liken sa tu dedemiad pihaceng.",
demiad,N,日、天,★★★,vocab_core,""" nu tuse nu aadupan"" iti 2016 a mihcaan 2 a bulad 13 a demiad i Pilise a kanatal ya Pulusay-el i pilisinan tu kacudu a demiad palekal tu nikasayawan a pazizaw, kalecadan nu mihcaan i 3 a bulad 4 a demiadan iti kaamisan nu Amilika a buluku u 2D, 3D, RealD, IMAX 3D a kasaditan papizizaw tu mimelaway. nipazizawan nu kacudu sa, i nu dikudan kapah amin a piliclic nu mikinaulay, katuud ku miliclicay nu mitesekay a tademaw patatudu tu lima sikasenengan ku datuk nu masakaputay, u ulic nu kungku, atu pi",
demiadan,,,★☆☆,corpus_highfreq,""" nu tuse nu aadupan"" iti 2016 a mihcaan 2 a bulad 13 a demiad i Pilise a kanatal ya Pulusay-el i pilisinan tu kacudu a demiad palekal tu nikasayawan a pazizaw, kalecadan nu mihcaan i 3 a bulad 4 a demiadan iti kaamisan nu Amilika a buluku u 2D, 3D, RealD, IMAX 3D a kasaditan papizizaw tu mimelaway. nipazizawan nu kacudu sa, i nu dikudan kapah amin a piliclic nu mikinaulay, katuud ku miliclicay nu mitesekay a tademaw patatudu tu lima sikasenengan ku datuk nu masakaputay, u ulic nu kungku, atu pi",
demiadmiad,,[例] 每天要刷牙！,★★★,ilrdf_xml,sulacen ku ngipen tu demiadmiad!,每天要刷牙！
demidemiad,,[例] 我每天都感到身體疲憊。,★★★,ilrdf_xml,mangelu' ku uzip aku tu demidemiad.,我每天都感到身體疲憊。
denged,,[例] 從前老人撿拾地瓜餵食小孩。,★★★,ilrdf_xml,sumamad denged tu tubah ku babalaki sapakan tu wawa.,從前老人撿拾地瓜餵食小孩。
dengeliay,,[例] Dungi喜歡穿高跟鞋。,★★★,ilrdf_xml,manamuh ci Dungi sidengeliay.,Dungi喜歡穿高跟鞋。
depah,,,★☆☆,corpus_highfreq,"2019 amihcaan 11 abulad 13 a demiad , u Wiy-ni-se kinacacay aca namabalad manebneb nu nanum , itawya u nanum katukuh 1.87 a depah “ 6ft” , namakay 1966 amihcaan kina kawaw nu sa talakaway kuyni .",
di,,,★☆☆,corpus_highfreq,"1336 a mihca sepad a nulad tusa idaw ku enen a demiad , Pitulake atu calkakaan nida atu tusaay a cabay maladay mikayakay tu buyu’ wangtusan i tungdud ( 1,909 ditek ) . sakamu sa cinida nu aydaay a nipidangan , anu ayaw a suliten nida sapa tikami kya tikami i cabay nida Dionigi di Borgo Sepolcro . yu mahida , u udip anu nayi’ ku kawaw nida sa caay kaadih tayda i katabuyu’ . dayhan 1336 a mihca sepat a bulad idaw ku tusaay enem a demiad kyu u kakatabuyu’an han kina demiad , u “ mikayakayay a wama ",
di'tu,,[例] 馬立雲部落的鬼神有 Salasalaw,★★★,ilrdf_xml,"di'tu nu Maibul izau ku Salasalaw, Alikakay, Tadatadah, Lalimenah.",馬立雲部落的鬼神有 Salasalaw
dibu,,[例] 鴿子的窩在樹上。,★★★,ilrdf_xml,i pabaw nu kilang ku dibu nu banul.,鴿子的窩在樹上。
did,,[例] 小栗米和白米一起煮，也和大栗米和白米一起煮一樣好吃。,★★★,ilrdf_xml,pacibulen ku did i hemay sa milecad tu habay ku asu'.,小栗米和白米一起煮，也和大栗米和白米一起煮一樣好吃。
didi'tuan,,[例] 馬立雲部落是鬼村。,★★★,ilrdf_xml,didi'tuan ku niyazu' nu Maibul.,馬立雲部落是鬼村。
dietu,,,★☆☆,corpus_highfreq,"Bunac nu kanikalan, Dietu nu nikayilay",
diheb,,[例] 山谷很美。,★★★,ilrdf_xml,kapah azihen ku diheb nu buyu'.,山谷很美。
diheku,,[例] 曬過的衣服穿起來很暖。,★★★,ilrdf_xml,mapacilal ku zikuc sa diheku a sazikucen.,曬過的衣服穿起來很暖。
dihep,,,★☆☆,corpus_highfreq,"&quot;dihep nu bali&quot; (風の谷) u micapiay tu bayu masaadidiay nu hungtiay a kanatal, namapaading nu bali nu bayu, kyu caay pakadebung kuya Huhay a kilakilangan cilekay micumud, sisa masimaw henay sikatukuh ayda. u tatayna a wawa ni ci Ci-el u dihep nu baliay a tapang ku nu dihepay a kung-cu, kaladamsayan hinadihi atu sipunu matalul aca cinida, u ngangan nida sa ci Na-u-si-ka han sabaw enem ku mihcaan.",
dihi,,[例] 看見受苦的人我感覺很可憐。,★★★,ilrdf_xml,dihi sa kaku makazih tu mapadesay.,看見受苦的人我感覺很可憐。
dihku,,[例] 兩個人睡在一起會暖和。,★★★,ilrdf_xml,madadiku mabi' dihku.,兩個人睡在一起會暖和。
dihkuway,,[例] 要穿暖和一點的衣服。,★★★,ilrdf_xml,dihkuway ku sasazikuzen.,要穿暖和一點的衣服。
dika1,,[例] 野桐只能當木材燒之用。,★★★,ilrdf_xml,kalukasuy ku dika.,野桐只能當木材燒之用。
dika2,,[例] 沒有鐵釘的房子叫做 dika。,★★★,ilrdf_xml,nayay ku pacek a luma' dika han nu babalaki.,沒有鐵釘的房子叫做 dika。
diku,,[例] 和嬰兒一起睡覺。,★★★,ilrdf_xml,diku tu tu lutungay mabi'.,和嬰兒一起睡覺。
dikuan,,[例] Tubah 曾經跟 Kawpil 同床。,★★★,ilrdf_xml,ni dikuan ni Tubah ci Kawpil.,Tubah 曾經跟 Kawpil 同床。
dikuc,,,★☆☆,corpus_highfreq,"A-suo-se-san siwduing idaw ku yadahay caay tu kasausi nu cun-se-ci a nalimaan a nisingaan, pasukamisama, sapilipay a dikuc atu tuud aca “ziwzika, kupu”, nisulitan yu sumamad atu nu duma a kilisetu nu cudadan, Ti-kuo a kalisiw “chrysobulls”, tuud nu kamisama. nika katukuh ayda inai’ henay nu masakaputay a mikinkiw atu misingan, nika ayda nu O-mung idaw ku kalisiw sapikawaw tina kawawan, mangalay midiput misinga misangan tina zaysangan.",
dikudan,,,★☆☆,corpus_highfreq,""" nu tuse nu aadupan"" iti 2016 a mihcaan 2 a bulad 13 a demiad i Pilise a kanatal ya Pulusay-el i pilisinan tu kacudu a demiad palekal tu nikasayawan a pazizaw, kalecadan nu mihcaan i 3 a bulad 4 a demiadan iti kaamisan nu Amilika a buluku u 2D, 3D, RealD, IMAX 3D a kasaditan papizizaw tu mimelaway. nipazizawan nu kacudu sa, i nu dikudan kapah amin a piliclic nu mikinaulay, katuud ku miliclicay nu mitesekay a tademaw patatudu tu lima sikasenengan ku datuk nu masakaputay, u ulic nu kungku, atu pi",
dimata',,[例] Taymu 挑沙子。,★★★,ilrdf_xml,dimata' tu bunak ci Taymu.,Taymu 挑沙子。
dimata'en,,[例] Taymu 的沙子是用挑的！,★★★,ilrdf_xml,dimata'en ni Taymu ku bunak!,Taymu 的沙子是用挑的！
dimel1,,[例] 珍惜你的書。,★★★,ilrdf_xml,dimel tu kasaetiman a cudad isu.,珍惜你的書。
dimelen,,[例] 我們要好好珍惜生命！,★★★,ilrdf_xml,dimelen nu mita ku uzip!,我們要好好珍惜生命！
dimiad,,,★☆☆,corpus_highfreq,"1871 a mihcaan, Liu-ciw a kanatal u balunga malikid katukuh macapi ku ayzaay Mu-tan a kenis, Liw-ciw mibutingay a tademaw palau tiniay a yincumin han a micumud milawlaw tu tiniay a mipatay. itawya tungus misatekeday nu Liw-ciw a kanatal, nika malecad pasayza i Kahulamay a kanatal atu Kalipunan a kanatal atu paini tu Lipun, Lipun hung-tiay henay a kanatal cenbu asilawat amiculcul tu hitay pasayza i ayaway a kawawa nu kakitizaan, 1874 a mihcaan Lipun a hitay “amisaybang tu pipatayay,” “ mipuput tu",
dimut,,[例] 把鑰匙藏在看不到的地方。,★★★,ilrdf_xml,dimut han kiya sacukcuk tiza i nayay maazih.,把鑰匙藏在看不到的地方。
dimuten,,[例] 去把小刀藏起來免得被小孩拿去玩。,★★★,ilrdf_xml,dimuten ku takini' salamaaw nu wawa.,去把小刀藏起來免得被小孩拿去玩。
dinget,,[例] 請擦拭患者的鼻涕。,★★★,ilrdf_xml,sipuen ku dinget niza imelangay.,請擦拭患者的鼻涕。
dingki,,[例] 開燈才會亮！,★★★,ilrdf_xml,likaten ku dingki sakatakelal!,開燈才會亮！
dipun,,,★☆☆,corpus_highfreq,"&quot;dihep nu bali&quot; (kamu nu Dipun sa: 風の谷のナウシカ) namakay i 1984 a mihcaan 3 a bulad 11 a demiadan nipaadih tu katuuday nu manggay a kacudu, sinilaculan tu kasaungayan ya u &quot;Topcraft&quot; ku mamisaigaay, ci Kung-ci-cing ku mamukeliday, kasumadan nu kungku sa nikatulisen sikalecad nu ngangan a mangga.",
diput,,[例] 照顧老人。,★★★,ilrdf_xml,diput tu babalaki .,照顧老人。
dita',,[例] 人像是用陶土做出來的。,★★★,ilrdf_xml,u dita' ku sapisanga' tu padungi.,人像是用陶土做出來的。
ditek,,[例] 量體溫。,★★★,ilrdf_xml,ditek tu akuti' nu uzip.,量體溫。
ditekan,,[例] Butul 的旱地測量好了。,★★★,ilrdf_xml,ditekan tu ku umah ni Butul.,Butul 的旱地測量好了。
diteken,,[例] 去測量 Benel 的水田！,★★★,ilrdf_xml,diteken ku laku ni Benel!,去測量 Benel 的水田！
du,,,★☆☆,corpus_highfreq,"1925 a mihcaan malingatu tu Canada(加拿大) tu kamu satipan 60 du katukuh 141du nu bay-ci a kakitizaan tu uynian a lala’ nika mahiza caay kakatuud ku palatatenga’ay, ciniza i kitakitan u saamisay nuenengay nu tademawan, u hitay i Ay-lel-se-mi-lel-daw(艾爾斯米爾島) subalan tu Canada-cung-tuy-cing-paw-cang(加拿大軍隊警報站).",
duba',,[例] 用跑的回家。,★★★,ilrdf_xml,duba' han taluma'.,用跑的回家。
duduc,,,★☆☆,corpus_highfreq,"(u wama nu sakilabu), duduc han pacuyaku sa hatedep saan a sakakay, nu Di-pun nipicuyaku sa, lumeni’ay a demiad lumeni’ay a tapuku hey-taw-cin sa nuDi-punay a nisulitan a manga, u misulitay sa ci Sin-tiyn-long-siyung, i 1989 mihcan i tida i cow-kan malingatu matulin misulit, 2013 mihcan cacay a bulad waluway a demiad maedem.",
dues,,[例] 開刀前要先在尾椎的部位打麻醉。,★★★,ilrdf_xml,talaayaw a micici' cucuken i dues nu kulul tu sapibulesen.,開刀前要先在尾椎的部位打麻醉。
duhpic,,[例] 夏天穿的衣服薄。,★★★,ilrdf_xml,duhpic ku nu lalud a zikuc.,夏天穿的衣服薄。
duhpicay,,[例] 夏天的衣服是薄的。,★★★,ilrdf_xml,duhpicay a zikuc sakilalud.,夏天的衣服是薄的。
duka,,[例] Buting 的傷如何了？,★★★,ilrdf_xml,mahica tu ku duka ni Buting hani?,Buting 的傷如何了？
dukaan,,[例] Sipun 曾被別人打傷過。,★★★,ilrdf_xml,na dukaan nu tau ci Sipun.,Sipun 曾被別人打傷過。
duku,,,★☆☆,corpus_highfreq,"""Forcipule"" taneng miadup, cucukan tu duku, caay kaw tatengay nu alisalap a laway. ya duku namakayda ilabu milakuyd tu ngangucuhan katukuh i  “Forcipule” a tungduh.",
duma,,,★☆☆,corpus_highfreq,"&quot;taludu'a limecedan&quot; (kamu nu Tan-may[丹麥] sa: Tommelise, nu Ing-yu(英語) sa: Thumbelina duma a kamu sa &quot;ci adidian&quot; [Little Tiny]), malumanay a kamu sa &quot;paenu nu balu a limecedan&quot; atu &quot;taludu'a kung-cu(公主)&quot;, u Tan-may(丹麥) misulitay tu kung-ku a cudad a tademaw ci An-tu-seng(安徒生), nisulitan nida tu cacayay nu aazihen nu adiwawa a kungku(kungku nu adiwawa) kyuni. saayaway a nipihapiy sa i 1835 a mihcaan, nisupedan i lalabu nu &quot;sapatengilen tu adiwawaay a ",
dumaan,,,★☆☆,corpus_highfreq,"1985 a mihcaan, u lu-sen-paw i o-co idaw kya lice nu likisi nikasasulid tu sakay nu tademawan pakunida sa a paydang, sakay mahiniay u kahenulan tu mamaala, yuni kuhan tu ‘’ a misasumat tu a idangan nu niyadu’ay tu nikasasulidan’’ ‘’Schengen Agreement’’. u kanatal tu a tu kanatal ku masasubuhat tu ku matatepalay a nikasa sulitan mamin, ancaay kaw nikasasulidan a kanatal anu cacay aca maala tu nu dumaan a kanatal a nikasasulitan’visa’, hansa tanen mahamin ku sakay i tini misumat tu a idangan pakun",
dumaay,,,★☆☆,corpus_highfreq,"17 seci nudikudan tu sa nikahaminan a kakitidaan nu Mongolia, sipikuwan tu nu Cing-caw ku tatungusan, 1911 a mihcaan sa kalawpesan nu Cing-caw ya sakaihekal a Mongolia kunida saan a malakanatal, nipangangan sa u Po-ke-to-han a kanatal. nika caay ka silayap nu dumaay a kanatl a mapawacay, katukuh i 1921 a mihcaan sa nu binawlan a nibabelinan sikalaliwlaw kyu sipasiked nu Soviet Union a maysakaku, 1924 mihcaan nipatidengan nu siyakayay nidateng, sanu Mongoliaay a kanatal sikalawilaw tu nu Soviet U",
dumasa,,,★☆☆,corpus_highfreq,"Kakunucuda mamin sa sabaw tulu a nu kakuled, kanahatu idaw ku heci nisayaway namakay ni i nipi sausi, nika ci ucili nipakihu nida tu nipakihu wida a cuda nisilemudan sisa malacacaytu, idaw ku natangahan apasiwatan tu nalimaan , madayum amicukaymas madayu miadih sapatinaku, dumasa maniketay a sapisausi tu sapametek a daduducan, nadikuda sa 2300 qmihcaan u sapisausi mapatecek tuway.",
dungdung,,[例] 我忍耐著肚子的疼痛。,★★★,ilrdf_xml,dungdung han nu maku ku adada nu bili.,我忍耐著肚子的疼痛。
dungdungen,,[例] 你讀大學要忍耐！,★★★,ilrdf_xml,dungdungen ku nipicudad isu i takalaway a cacudadan!,你讀大學要忍耐！
dungec,,[例] 藤心。,★★★,ilrdf_xml,dungec nu uway.,藤心。
dungi,,[例] 靈魂帶領人的心思意念。,★★★,ilrdf_xml,u dungi ku miladayay tu balucu' nu tademaw.,靈魂帶領人的心思意念。
dungus,,[例] Padakaw 目送 Muli。,★★★,ilrdf_xml,dungus sa ci Padakaw i ci Mulian.,Padakaw 目送 Muli。
duo,,,★☆☆,corpus_highfreq,"4. kadimelan nu cuked (Order): mahida u Tuosekan a talakaw u pituay a mamulmulan nu patelekay, Duolike’se walu, Ayawniya siwa, Kelinsese’ atu fuhese’ cacay a bataan, itini nipadihpican, idaw ku Tuosekanse’ nu sapiay atu madayumay a hekal, nu sanga han tu masaniyadu’ tu ku sanga. Duolikese’ a sangan caay ka sadid adihan, u sakay sasa’ aca kuyda a sangan.",
duut,,[例] 擺臭臉看起來暗沉。,★★★,ilrdf_xml,mangutebul ku bihid duut azihen.,擺臭臉看起來暗沉。
duutay,,[例] 不要去暗處。,★★★,ilrdf_xml,amana ka tayza i duutay.,不要去暗處。
dyi',,[例] 長輩撒嬌稱小姑娘 dyi'。,★★★,ilrdf_xml,dyi' han nu babalaki ku tatayna a wawa milimula'.,長輩撒嬌稱小姑娘 dyi'。
e',,,★☆☆,corpus_highfreq,"""Ay-li-se tasepian tacuwacuwa misatiwatiway i kakalayan"" (Inggu a kamu: Alice's Adventures in Wonderland), atu hinien a pangangan ""ci Ay-li-semisatiwatiway micidekay a kakitidaan"", u nu Ingguay a kanatal pasubanaay tu sasausian a saydan ci Ca-el-se Lu-te-uye-ci Taw-sen, sanu sasulitan pangangan sa ci Lu-i-se Ka-lo a nipatahkalan sakay nu adiwaway a ulic sasamanggaan. u sitatungusay tina kungkuan sa ci Ay-li-se, namakay i pawalilan a buhang sikahtik i tanu kapabaliwan tu tademaw atu nu aadupanay ",
ebuy,,[例] 這是誰的襪子?,★★★,ilrdf_xml,ebuy nima kuyni?,這是誰的襪子?
ecawen,,[例] 要訓練孩子學會懂事！,★★★,ilrdf_xml,ecawen kiya wawa tiya matineng tu kawaw!,要訓練孩子學會懂事！
edap,,[例] 他喜歡幫別人。,★★★,ilrdf_xml,hali edap tu tau ci niza.,他喜歡幫別人。
edapen,,[例] 去幫忙 Padakaw 拔花生！,★★★,ilrdf_xml,edapen ci Padakaw mikalitang!,去幫忙 Padakaw 拔花生！
edawan,,[例] Ikang 用卜卦找尋失散的貓。,★★★,ilrdf_xml,edawan ni Ikang ku nika hedaw nu nani' niza.,Ikang 用卜卦找尋失散的貓。
edeb,,[例] 門自己關了起來。,★★★,ilrdf_xml,edeb sa ku panan nu sasaedeb.,門自己關了起來。
edeban,,[例] 我已經關好倉庫。,★★★,ilrdf_xml,edeban tu nu maku ku sulu.,我已經關好倉庫。
edeben,,[例] 去關雞舍！,★★★,ilrdf_xml,edeben ku patulakukan!,去關雞舍！
edem,,[例] 人心永不滿足。,★★★,ilrdf_xml,caay ka edem ku balucu' nu tademaw.,人心永不滿足。
edemen,,[例] 去滿足你所想的！,★★★,ilrdf_xml,edemen ku ni sabalucu'an nu misu ayza!,去滿足你所想的！
edes,,[例] 他的臉看起來很兇。,★★★,ilrdf_xml,edes sa azihen ku bihid niza.,他的臉看起來很兇。
edil,,[例] 太陽光。,★★★,ilrdf_xml,edil nu cilal.,太陽光。
edis,,[例] 他很會遷怒他人。,★★★,ilrdf_xml,kali edis tu tau ci niza.,他很會遷怒他人。
edu,,[例] 老鼠在被窩裡築巢。,★★★,ilrdf_xml,misadibu ku edu i pada.,老鼠在被窩裡築巢。
el,,,★☆☆,corpus_highfreq,"1625 a mihcaan , inatukay mala Balduino Enrico nu singing “ pangangan han Boudewijn Hendricksz/Bowdoin Henrick” nu mukeliday nu hulan a hitay mahimin han nuheni mialaw kuytiniay, nika El Morro mapacuked kuni kasasetulan maalaw maelul kya kitidaan .",
elac,,[例] Bakahru將水田的水排放掉。,★★★,ilrdf_xml,elac han ni Bakah kya laku.,Bakahru將水田的水排放掉。
elacan,,[例] Namuh 把池塘放水為了要捕魚。,★★★,ilrdf_xml,elacan ku taku ni Namuh a mibuting.,Namuh 把池塘放水為了要捕魚。
elaw,,[例] 酒釀吃多了會醉。,★★★,ilrdf_xml,yadah ku nikan tu elaw sa mabusuk.,酒釀吃多了會醉。
eli',N,茅草,★★★,vocab_core,"&quot;pasubanayi ku tapang isu,&quot;patubeli' hatu nida ku-wan (國王), &quot;manamuh kaku tuna nubu, kukay han ci nida.&quot;",
elielip,,[例] 很少見到紅尾伯勞。,★★★,ilrdf_xml,nayay mazih ku elielip.,很少見到紅尾伯勞。
eluc,,[例] 經常開車使車輪磨損。,★★★,ilrdf_xml,pakazizeng tu eluc satu ku bihel.,經常開車使車輪磨損。
elucen,,[例] 不要磨損了 Dataw 的小刀。,★★★,ilrdf_xml,amana elucen ku takini' ni Dataw.,不要磨損了 Dataw 的小刀。
eluh,,[例] Kulas 的汗味很臭。,★★★,ilrdf_xml,masanek ku eluh ni Kulas.,Kulas 的汗味很臭。
elun,,[例] 小板凳。,★★★,ilrdf_xml,punelay a elun.,小板凳。
emang,,,★☆☆,corpus_highfreq,"1282 a mihcaan katukuh tu i satesna’ tub ayu, Pey-hay atu bu-lye banaw malalutin, mala tu Si-te bayu. u nipulung a niasipan, makay 13 se-ci katukuh ayza, He-lan alala’ nu kanatal maenuc nu Pey-hay ku 56 emang kung-cin a kayada. He-lan macapi tu sepat tu cacay a lala’ nu kanatal i sasa nu bayu. kilul tu lala’ malingatu haymaw satu mucelem atu haymaw a macakat, He-lan a tademaw malabas tu ku pisuaway tu kawaw misumad patizeng tu tabakiay sapipuet, mitena’ tub ayu.",
emek,,[例] Panay採我的腳。,★★★,ilrdf_xml,emek tu kuku' nu maku ci Panay.,Panay採我的腳。
emeken,,[例] Tubah 用腳踩別人掉下來的錢！,★★★,ilrdf_xml,emeken ni Tubah ku mahetikay nu tau a kalisiw!,Tubah 用腳踩別人掉下來的錢！
emic,,[例] 那本書不要夾太大力免得夾破。,★★★,ilrdf_xml,emic manakahan kya kya cudad malepi'aw.,那本書不要夾太大力免得夾破。
emicen,,[例] 把你的頭髮夾起來！,★★★,ilrdf_xml,emicen ku bukes nu misu!,把你的頭髮夾起來！
emu,,[例] 這是誰製作的年糕?,★★★,ilrdf_xml,nima misanga'an a emu kuyni?,這是誰製作的年糕?
en,,,★☆☆,corpus_highfreq,"(三)cacay a malumaluy tusa a malumaluy saka tu sa a malumaluy I ayaw nu saka cacay a malumaluy , teng teng en ku lalami’ tu laic",
enal,,[例] 我在平原奔跑。,★★★,ilrdf_xml,maduba' kaku i enal.,我在平原奔跑。
enalay,,[例] 平原的菜口感比較老。,★★★,ilrdf_xml,ahebed a kanen ku i enalay a lami'.,平原的菜口感比較老。
enem,Num,六（6）,★★★,vocab_core,"&quot;dihep nu bali&quot; (風の谷) u micapiay tu bayu masaadidiay nu hungtiay a kanatal, namapaading nu bali nu bayu, kyu caay pakadebung kuya Huhay a kilakilangan cilekay micumud, sisa masimaw henay sikatukuh ayda. u tatayna a wawa ni ci Ci-el u dihep nu baliay a tapang ku nu dihepay a kung-cu, kaladamsayan hinadihi atu sipunu matalul aca cinida, u ngangan nida sa ci Na-u-si-ka han sabaw enem ku mihcaan.",
enemay,,[例] 我們六點鐘起床。,★★★,ilrdf_xml,enemay ku tuki mulekal kita.,我們六點鐘起床。
